Question;Q_label;A_label;Q_type;A_type
How good are you at taking jokes? => Depends on the person and knowing how they joke and if what they're joking about is funny and or just a joke sometimes you get a joker where you know on some kinda level what they said they really feel that way about you or what their joking about , it can get hurtful sometimes and  someone that's a true attention seeker pretends its just so hurtful to get attention and start drama to get their name out there , their  15 min of fame kinda shit . But I love joking around if its playful with no harm done cause I can take some shit till you turn into a complete jackass rude as fuck about it just to be hurtful and now a days people get so up tight about shit and it's easier to just keep to yourself unless you know the person pretty well and sometime you can't tell what a jokes true meaning is and could mean several different things  it can be rude and cruel towards me or you , I might over think it but I never call them out on it for only attention seeking or seekers do that shit .waaa waaaa fucking stop your whining and enjoy shit instead crying a river if you think it's going trigger shit from you then remove yourself from the jokes no one ask you to sit there and take if you can't handle it that's not a true comedians intention they mostly just call shithead out on their bullshit believe me your really not that important to them so get over yourself so that's how I see it anyways . Have a great day friend hope you still have great funny bone in your body we will get along just great. Have a great day or night stay blessed much loves .;0;0;;
How often do you wear colorful underwear? => I like darker sexy underwear O am miss fancy pants when I can afford it , but my ass is getting old  and I don't  wantto start wearing  grannypanti's so I would rather weare nada thing . And feel free specially right after shaving hate when you shave and your panti's rub against the panti line and cause small bumps or razor burn .;0;0;;
What do you like to talk about the most? => Things that make you laugh the more the conversation goes on the deeper and funny we get going back and forth each one of use saying even more funny shit where at the end we are both sitting deep in the couch sinking in from all hilarious Sketchy shit we both just came out with where we are glad no one else was around cause we know we probably was or said some thing others would be offended and turn it to shit show and take good moment and cause a scene to get attention on them and to make you feel like a ass , So please me someone I can be real with just have a great comedic fun convos with I hope you do exist .;0;0;;
Has that happened on multiple occasions? => Yes it has , I mean I don't  cry a lot hmm well I don't think I do but I have had at least 3 men tell me the same thing my eyes tell a lot about me and I guess when I cry you can see the deepness of passion , pain even how deeply I love and it hurts almost as if I had my heart bleeding on the outside of my chest and you can see my  veins pouring out stories It speaks volumes . And I guess men the men that has seen this find it some how hot attractively weird as if its sends power or energy to their souls hmmm yeah really weird shit  .;0;0;;
Two people that flirt a lot and it's obvious that they like eachother? => Hmm never had that problem but I have had a man always make fun of me tell people he couldn't stand to be around me and I couldn't stand him for being such a rude jerk  til one night  hmmm we got drunk and it brought something to life between the two of us something unexpected and before we did the hmm water the new flowers he told me that I'd better not tell anyone and even tho we're doing the deed not to get feelings , so I was like I am down now get to good part and do me good  ,story short it must of hit him good cause we where together everyday for 4 years and he could not handle any other man even looking my direction and still to this day he'll tell me I was the best he has ever had and he been with a lot of women so I still get flatter even tho I never let him touch me again we still be friends I will stand by his side till the day I die and he I know for sure do the same for me . I am glad I met him he taught me so much I thought everything was just in fantasy books  I am not talking about romantic way but a erotic sexual feeling I didn't  realize how a woman could truely feel when you are felt up in the right way and your emotion are met in the right way makes it easier so you , girl , women , that think orgasm are a myth believe me they are very much real and you'll find right to man or woman or maybe even through one by yourself it will happen and you may even cry the first time because it sets off so many feeling at once your brain can fathom what the heck just happen. So good luck my women good luck free yourself from shame and insecurities and just relax is the key allow yourself to feel and have confidence you got this and letzdothis  all women should know what they like not what a wants or likes learn from eachother grow with eachother and most of all enjoy eachother .;0;0;;
If you had a warning label attached to your head, what would it say? => Filled with a bunch of broken pieces and maybe even some pieces missing pieces . A cracked pot , unsteady handle , open only if you're planing to give a shit cause may go off without any warning .;0;0;;
Do you like to make new friends??? => Sometimes if they are not full shit and real not fake as shit I am very picky I don't like drama or untrue  friendship where you are aware of how they are different when they are looking for what you have to offer to suit their needs and as soon as they get it they become what hmm who's Frank and hmm do we even know a Frank kinda person . You feel me and get what I putting down ?;0;0;;
"Are you harassing people? => No way I never would do that , but if I had a problem with someone I would talk a lot of shit to myself about why I have a problem with them until it no longer bothers me
What sound annoys you the most? => Very high girly winey sqeeky childish chick voices it's annoying as fuck cause no matter who you're talking to that person shows up and never shuts up specially when drinking you know the type every group of friends as one. You know not only that her voice drives you insane she will also hang all over any guy with no care if he's with someone or not grrr smack a bitch right in the throat hmmm did I say that outloud 
What sound annoys you the most? => Very high girly winey sqeeky childish chick voices it's annoying as fuck cause no matter who you're talking to that person shows up and never shuts up specially when drinking you know the type every group of friends as one. You know not only that her voice drives you insane she will also hang all over any guy with no care if he's with someone or not grrr smack a bitch right in the throat hmmm did I say that outloud 
What are you most known for? => My resting bitch face , I may look mean but I would do anything for anyone I care for and people that deserve it  and I am really not mean just mean looking , my uglyness is only on the outside . My heart is bigger then my whole body and if it could beat on the outside you'd see some amazing colors you didn't know Existed and it be pretty F*ing beautiful , O by the way what are coins and what they use for ?
Yes actually took Care of them yesterday it's was PPl from my past trying to black male me to pay money to leave me alone => Some people are really just a bunch of shitheads don't  understand why people think they are obligated to other peoples wealth or ownership to them when they do well in life , If I ever win anything big I am changing my name and hiding and only helping good people that deserve it and I am doing it Anonymously and I have 2 charities I know I am helping for sure the rest can suck a tit 
Yes actually took Care of them yesterday it's was PPl from my past trying to black male me to pay money to leave me alone => Some people are really just a bunch of shitheads don't  understand why people think they are obligated to other peoples wealth or ownership to them when they do well in life , If I ever win anything big I am changing my name and hiding and only helping good people that deserve it and I am doing it Anonymously and I have 2 charities I know I am helping for sure the rest can suck a tit 
Ever wanted to say someone something but couldn't say it??? => Yes all the time , sometimes things are better left alone to pick your battle wisely to prevent  a worse out come to shed the loss and suck it up and bare it .
Do you have a type""? If so, what is it? => The person personality , strong willed , loving , charming , funny as hell , dork , a good kind of weird , someone that likes to do things playful kinda intense to be around , someone that makes me want to be a better me , a cuddler but only to me not every chick that breathes . Honest loyal,  trust worthy . Someone that's not going to leave you hanging by a thread when someone's else comes in their life .";0;0;;
Do you talk to yourself?or talk out? => I talk to myself to myself and sometimes outloud , shit I more scared if one day I answer myself back outloud .;0;0;;
Whats the worst thing you have forgiven to someone? => This is rough question I have gave forgiveness for to many bad behaviors that has been put  a pond me things no one should have to give forgiveness for , after years of therapy still I get nightmares thinking of the shit .;0;0;;
What are you interested in? => Getting my shit together;0;0;;
What frustrates you the most? => Not having a damn car right now !!!!!!!!!;0;0;;
Hey hru.an ok that scary Beats mine run gangs an been shot .so we crazy Irish ppl => When I was 17 years old I met my ex husband on are first date we went to get fish and chips and we started to play a Arcade game and ask this Chinese  guy how to play he didn't  speak English and started a fight next minute we knew there were like 50 Chinese  gang dudes chasing us down the streets of Toronto  and one drop his marchetti  I picked it up and started chasing them away from my ex because one of them had stab my ex with a letter opener and he bleeding everywhere and was like come on bitches and one of the Chinese  guys was like your a crazy bitch give the marchetti  I was like come Mother fuka bring it I will slice you a new ass after that they never messed with me again I thought I was kinda ninja queen swinging it around like they were numb chukes and that's when my ex said I am going to marry that bitch ... Haha;0;0;;
Does ppl looks or humor more attractive => Humor I love a good hard belly laugh specially one that brings tears to eyes or someone you can't help to be attracted to with all the crazy dorky funny shit they do specially when they don't  realize they are being funny and it just comes naturally  cause sometimes if they try to hard it just makes them look needy for attention;0;0;;
what do you tend to do when you get really angry? => Walk away and find a place to cry alone til I can pull my shit together .;0;0;;
If there was a tv show about you, what would it be called? => Boring as shit  .. Haha;0;0;;
Oh yes there no one btr than anyone.but ppl think that way or act .I just beat there ass back to reality..i fought in MMA for that reason,to fight ppl in MMA that think there bad. => I am to good for my own good and people like to treat me as if I am not worth the time because I stay quiet and go about my day because I am done with being miss treated because I don't  have money to go lunch or because I can't  dress to impress  , all that matters to me I have a roof over my head food for my children even if it's very little and everything I have I worked hard for and no one gave me shit in life did it all by myself so they can suck a dick I will slap them with grr sorry little rough on that one;0;0;;
Tinman got a heart, Scarecrow got a brain, Lion got courage...what do you get? => Either knowledge wisdom or God damn it to finally be beautiful outside as I am in .;0;0;;
Watching a horror movie burns about 200 calories. So would you rather go for a run or watch how Freddy Krueger is doing? => I rather watch any other horror freddy can stay in some bad shithead dreams that deserve freddy chasing them guess I am running even tho that's freddy's favorite thing to do to you is to watch you runn for your life .;0;0;;
Is 13 too young for dating and sex => Hmmm Yessssss  no 13 year old should have the word Sex in her or his vocabulary I would of had a conniption fit if my son or daughter was having sex or thinking about real dating at that age .;0;0;;
Who was the first person you ever danced with? => I was 10 and my  grandparent's and the other persons parents kept telling me to dance with this person cause think you'd like eachother and the first slow I did and in the middle of the song he told me he likes likes me I was so shocked when he also told me he was a She and I cried so hard cause they all thought even my grandparents thought I like girls  just because I was a tomboy and like doing boy things , my grandparents felt so bad and I told the other girl if I was gay I like her but I truely love boys that when I started to dress and act more feminine,  nothing against lesbians,  But I am not one even till this day if I go clubbing I get just as many # from chicks as I do men and they are hot chicks not dykes on bikes an my guy friends get so jealous and I mean its flattering and all but I am not intrested in ladies I am all about a males lovely Male body parts  .;0;0;;
Do you believe in miracles? Have some ever happened in your life? =>  ur are uncientific asshole;0;1;;insult
Have you ever felt jealousy in a friendship? => Yes I have known this guy for 10 years and at the beginning we dated and lived together for 4 years and realized we are better as friends well recently he has been talking with another girl which is awesome cause I want him to find love he deserve it ,but for dating him  in the past even him living with me for 4 years and we still remain staying close friends he has never once wrote me a poem and yesterday he is like O look I wrote this poem want hear it I was like YES I do cause I love writing poems and I have many journeys and I love to know how his brain works when it comes to poems since he his always listening to mine so anyways he goes on and reads the poem word for word this poem was about this girl and the worst part was when he said you are the first girl I can't wait to wake up and see your picture and hear your voice and even since we were kids I held a very special place for you in my heart and are time spent together and some other things as well , now I think it's beautiful this girl touches his heart like this , but I spent 10 years of my life catering to his ass I let him live with me for free and supported him when he was at his lowest point in his life and not once as he ever said anything remotely nice or poetic to me and I think not so much jealous but hurt I think I'd felt .;0;0;;
Have you ever thought what it would be like if you were never born? => All the time , I was not ment to be here I should of died as a child do to a accident and I wish I did because do to this accident made me feel like a less of a woman I could of been because of the scars it left me with , everyone is like you were a miracle  and I am like how the hell you think its  miracle when now I lived a life of not being desirable adored or loved by anyone it took away everything that makes a woman be wanted by a man and tired of hearing well you beautiful on inside that's just something they say so they don't hurt your feeling s , so yes I think of never being born a lot .;0;0;;
What do you wanna be when you grow up => Be aware that I made it through all my fears and I did it myself and never gave up when I thought I couldn't go on and to gain experience from everything and everywhere my soul leeds me in the process maybe I will find that one thing I want to do , be till than I am just walking the world learning as I go and telling myself everyday anything is possible as long as you keep trying and never stop learning knowledge of life's lesson is the key to great success . You'll gain , you fall but most of all you see this world from your own set of eyes and damn it make it the best true story you could ever tell there is more to life than just one job , one place , and one face make it as many as possible the story of your life  has to have characters ,  places of thought , and jobs for the lesson be your own greatest character of your own self validation and the life we tell ourselves to feel validated amongst the rest of the world since people like to judge on you for what they think you should be , but I see differently I see my validation from those who stay in  Routine jobs , home or family life and they become trap inside the box  I wake up every day knowing what ever I choose to become today may not be who I become tomorrow .;0;0;;
How do you ask out someone who intimidates you => I am sorry I can't help you on this one , I am so afraid of being rejected by the one I desire that even if I was standing infront of him I would turn away and walk to another part of the room cause I fear he'd laugh at me and tell me bugger off , I think this maybe due to something that as happen to me in the past being made fun of after Expressing myself to someone and being Laugh at after I confronted him of my feelings for him and him and his friends thought I was the biggest joke and til this day I am their still the joke  when I am around all them .  But I am not you so maybe you'd have way better luck than me I wish you luck and I hope you do get to have your crush no one should ever feel so vulnerable and afraid of rejection like I do I wouldn't wish it on anyone cause it can really make you feel not good enough or worthless and it hinders you from trying again with someone else , and usually I wait for a guy to ask me cause I wouldn't embarrass them infront of others and I would be kind to him and not hurtful if I wasn't interested in them and I would  probably give him a chance cause you'll never know you just might like him back once you get to know him better . Good luck friend I am rooting for you .;0;0;;
How would you describe your style? => What style ? Style of shit its call wear to be cloth cause my ass can't  afford to have a style . End of story.;0;0;;
You ever faced a demon? => Everyday He likes me to see its faces just so I know no matter what I do he going to f* shit up for me and he wants me to see him rolling on the ground with pain aching tears of laughter .;0;0;;
Why does growing up feel so bad? => Cause you realize you're growing just to die and aging your body starts to break down which causes your body to hurt and your mind to play games with yourself worth wondering if you'll have time and strength to carry your body and carry out the things you plan to do before you close your eyes for ever;0;0;;
Are you living your dream ? => Nope my dreams are not giving to people like me , I just have except my fate and let it play out til my ass drops dead , some of us have spent and foght for things in life that won't ever come as you watch others be handed it on a platter and most don't deserve it when you know you have watch yourself work your ass to the grind even watch your finger tips bleed for not even a glimpse into the good in life  not even a frig full of food just Bill's Bill's that are so hungry to be paid at least you know who's be eating good on your dime the government those money hungry grubs thanks for letting your citizens starve as you spend your money on cheating on your wives and feeding your strippers they must be parched having to dance on your smelly ugly ass laps for a hour .;0;0;;
What should every foreigner know about your country? => Most people have just as much teeth problems as other places and a lot of people have some kind of fake caps,  to parcels , and or dentures  so when you see all these people with what looks like perfect teeth are probably not unless your lucky to grow up in a rich family that has a great dental plan and only rich ones can afford great body the rest of us look just like you and this is a country that only see the young fruitful youth and you are shit after 30 unless you can afford botox and plastic surgery  and the average person lives pay check to pay check and most likely not being able rent apartments on your own , plan on living with roommates most of your life . Get it , got it good! America sucks people don't let them fool you they just want your money thats why they let so many wealthy people come here , this is a money hungry country .;0;0;;
Whats your favorite movie?? => Hmm I have many , but I think the Movie Without A Paddle is funny shit so I have to say that def one of my top 5 right now and I am not the type to rewatch movies to many times but I can do that one .;0;0;;
when was the last time you had sex? => Okay I haven't had real sex in like 3 years , but not sure if a quick poke like just hmm one push is having sex cause the person couldn't handle how it felt and came before evening getting fully in and that happen like last month so I guess it's up to the person reading this if they think that counts , there was no kissing cuddle or any four play neither . I haven't been in a real relationship with a man in about  7 years I only have one guy friend and I think he might be secretly gay or maybe he just don't know if he is cause he's afraid of finding out he might end up being cause acts very into men more than females when he talks about them and I am not going to be the one to tell him  .;1;0;sexual;
If you could teleport, where would you go? => Sure the hell not here anywhere not on this earth would be nice sick of all shitty things that go on on this earth and it seems only the beautiful , rich , shady people , and the powerful get to have things in life , good people just get shit on and never get a leg up in life and it seems in  social media the only bad behavior gets you notice .;0;0;;
What do we lose with age? => Are youth , the feeling of being part the world and harder to come across love to be adored and desired we gain winklely old ass faces and bodies , and all those things that matter when we were young no longer matter we watch are children leave home and if only one parent you become alone with no one to grow old and share you dieing wishes with we see a different person everytime you look in the mirror and pain only intensifies and all we want is for someone to enjoy are company and not be a burden and are strong health declines because some can't afford good nutrition or proper exercise money don't grow in the palm of my hands so most of the time we go without cause are pride or embarrassment to ask for help plus now a days no one does anything for free so we don't  ask for help and end up hurting ourselves by doing it areselves .;0;0;;
Have you ever dated a shy person? => Yes which can be hard to do when you are a quiet person yourself,  I like loud fun active humor someone that knocks me on my ass in laughter , but still knows when to be serious when needed ,  a shy person is hard to read and makes for a boring date but i will still go on more dates with them cause most of the time it just takes time to warm up to you and they end up being fucking amazing keeper of a person .;0;0;;
in which state do you live? do u love it? why or why not? => New Hampshire not sure how I feel about it now , but when I was younger I thought I never come back here , but I guess we all go home eventually do I want to die here not really .;0;0;;
Who do you think you are?  => Who do I think I am hmm someone that doesn't belong here when god was handing out brain's I must of thought he said train and took the next one out and now I stuck here til my last breath and I really hope it comes soon cause this world is to crazy for my ass .;0;0;;
Anyones balls really itchy? => Does that include eyeballs;0;0;;
Do you agree that nobody goes through more shit in life than a person with a good heart? => Agree yes I have seen to many good people go through shit cause they are to good to either speak up a demand what they want afraid they may step on toes or take away from others cause they don't see their own value and afraid to hurt anyone feelings and other soulless people like to find the easiest pray to either feed off or just plain take advantage of them for their own bad intentions;0;0;;
Oh geez haha well it sure is funny but I want more full body without costumes!!! => Yeah My favorite fuits are cherries and blackberries and I love chocolate covered cherries,  strawberries , and bananas.  And those Cadbury eggs with the real filling not the cheap shit .;0;0;;
Yikes. Getting knocked out on concrete must suck also. => I am just glad she didn't fall hard or hit her head so I have got lucky I really don't like violence but when you're being threating or beaten on you must do what you have to do specially if talking or others things won't get through to some hot head girl trying to look cool to drunking strangers . I am just glad my cousin taught me how Box and Wrestle and watching wrestling with the boys and also being chased down by my cousin so the could practice moves on me from wrestling cause I was small and easy for them to pick on . they actually ended up causing me to get a concussion from beating me in the head with boxing gloves at the age of 10 years old Awwwe he felt so bad after that cause he was like only 14 or 15 years old himself and didnt realize how dangerous boxing could be to a little girl .;0;0;;
One of them was knocked out on their knees with their face on the ground eating dirt?? Wym?? => Haha shit Haha no but sounds pretty funny as hell the way you're putting it .;0;0;;
Wow!!! Thats cool. So you punched her while she was on her side? => No we were down on the ground I had both my ex and her in a head punching them both one after another till they fell on eachother knock out bloody lips and black eyes . So they fell to their side leaning on each other a year later she told me if I was a guy she would of married my ass cause I could protect her unlike my ex husband .;1;0;encourage;
Ahhh!!!! What kind of pic is that haha => A full length picture you ask for and yes not very attractive sorry not everyone can be I just thought you wanted to make sure I wasnt like 200 pounds or some shit;0;0;;
Oh I see. Were they laying on their back or stomach while they were knocked out? And were they laying on the ground? => Yes on their backs or on their knees with their face on the ground eating dirt . I  also know I knock out a girl Kimberly by choke hold from watching wrestling as a child with my older cousin Gary that use do it to me with his friend Jay when he was babysitting me so I learn how to do it back as I got older  . I think that was the worse thing I ever did to a girl I  think I had to be just about 20 when it happen and I just found out I was pregnant and she hit me In my stomach so I flip out  choke hold her ass  .;0;0;;
How you knock the girls out? => Not something I am proud of at all  but I grow up in violent homes where I had to become a much stronger person to myself and for my sisters and it played into my life outside of the home because of it  I wasn't a lucky person and had many dirty little bitches thinking it's okay to hurt a girl like me for fun not knowing I had to also go home and be abused on a daily basis . When you are a less fortunate person in life and have people that don't love you and you grow up on having nothing others girls that have everything can be very cruel  to girls like me so I had to often defend myself and my sisters .;0;0;;
How could you tell when the girls were knocked out?? => When she was starring at me without seeing me with that blank look on her face and when she comes to she said I am not going to fuck with you and when I was a little girl I was getting bully by a girl so I punch her face a broke her jaw and her parent took us to court I had to be like 6 or 7 years old and again my best friend at the time  when I was about 11 or 12 years of age was hitting me on the ground to impress these boys and she held me to the ground and finally I  flip her over and she got a left hook and she stop moving and I thought I killed her freaked me out . And again when I was much older my ex husband and his new girlfriend started fighting me in front of my children at a rock 101 concert and fireworks with 1000's of people there so I put them both in a head lock and knock them both out with 3 punches to the head both left with black eyes and fat lips .;0;0;;
What pain is harder for you: physical or spiritual? => Physical I wish they make something already that maybe you get a shot once a year and you'll never have to suffer in pain again and it won't cause you to spiral out of control and become more depressed which also causes pain in itself , No more pain and finally having energy to get up and live again and not feeling  if someone ran your ass over and hundred times everyday of your life it's like reliving a tragic accidents everyday for years that feels like it's been more like hundreds of years .;0;0;;
What are some small things that make you happy? => Chillin with someone that don't  take every word out of my mouth and to hold against ya if ya can't  handle some shit I say there's the door sometime its just me venting , sometimes  it's me trying to be funny , sometimes it's just shitty people making me cursed the shit out of them in private cause I don't  have the balls to do it in person , but if you know me you know I am harmless bitch that just needs understanding and love and I am straining for the words that fit the mood or the feelings I feel , but mostly dealing with my own hurt I feel inside and this is away of my coping or else you'll hear my silence which can hurt worse .;0;0;;
What are you interested in that most people arent? => I am interested  in learning the most I can before I die , life is your learning tools , I always like learning a lot about people I like to watch people when I am out to learn different human traits and I love watching docomentraries  pretty much about anything worth learning and I love watching movies and TV shows  I love learning different types of music genres I love that fact they if you push yourself enough you can pretty much learn anything I am more of a hands on kinda person and I hope someday if the universe is on my side I will discover something amazing to share with the world or maybe invent something that could change the world so if the universe is listen I just put that out there so bring it on bayba I am so ready for a new Challenge in this amazing new start of my life .;0;0;;
What's the best advice your father ever gave you ? => My Father is a shitbag , no good advice has ever come from is mouth I raised myself and 2 sisters  , till mom put me in a group home at the age if 11 to 16  When I was a mancipated at 16 now Considered an adult  And responsible for myself when I decided to move to Toronto   Ontario Canada where I lived till I got pregnant with my son then I came back to the States where I gave birth to him 1 mouth and 1 day before my 21st birthday . Best advice from my father was his silents , plus on top of that my mother has been married 8 times and out of 8 stepdad not one ever step up to the plate to help guide me anywhere in life and everything including my trails of life I had to learn the hard way , but I did find my true calling and that's where I  Dedicated my life to plan to become a great mother and raise my children the proper way a child should be raised with love kindness and to teach them the rights and wrongs life and always be on their level so they will always  understand the pros and cons a life and never to feel they are being judge by me and they will be respected with every decision they make bad or good I stand beside to help them lead a strong healthy life I am the mother I wish I would of had .;0;0;;
Have you ever faced weird coincidences? If so, can you give an example? => So one time I was dating a guy and one night I had a dream that I had getting up to do my normal routines and i had said my boyfriend at time to have good day at work and love you much and he left and normally I dont check my emails before I go to work  but this day I did and a email that said some mooshie shit to my boyfriend from another girl and talking about how she had such a lovely night and her little daughter really liked him , Okay so I blow it off as just a dream well two mother F*ing week later I did exactly  the samething in my dream and word for word the email read as it was in the dream and my mother F'ing heart drop out of my chest cause we never had any fights or any Indication that we had any problems in are 4 year relationship to know he was sleeping with  another girl under my nose cause I believe that you should always have trust in a relationship unless giving a reason to not at this time I feel so nieve and stupid so I told him to give me back my house key and he couldn't come back and when I was sitting there crying my eyes out I thought  hmm I think our friend Chris was going to call asking for him and wanting to know if we wanted to chill and play some video game and smoke well 2 hours later Chris had called and those were almost his exact words he spoke freaky shit A?;0;0;;
What do you wish for yourself in the new year? => To become healthier  , mentally  Physically , emotionally. to feel less pain so I can get in better shape not to lose weight just to be in a healthier state of mind so I can fight the Physical pain the hinders me . The pain i feel that causes the depression which depression also makes the pain worsen and I can't fight the depression if I can manage the pain which causes me to become emotionally unstable . Mind set match nothing like you own body playing brain games with your mind its so tiring and draining . Fight fight til I get it right this New Year New fears and challenges I am ready to hit it with the force of a hundred tons of bricks cause this bitch is sick of this shit and I am ready to lay it to rest , I just had surgery today so it is a start to a new beginning with one less problem to worry about . POSITIVE NOTE TO SELF;0;0;;
What are you ready to do for love? => If I found the right guy I would change all the ugly that lives under my skin and all thought ugly thoughts that tear me apart I would try to be the best me I could I wouldn't be fake for him to love me I show him just who I am and what I am willing work on for him to comfortable and happy with the choices he made to be with me I let him know all that destroys me so he knows the demons I fight each and everyday and with him beside me helps me fight that much harder so with my demons aside I have room to help me fight whatever demons he may have because he knows what I fight makes me strong enough to fight his as well and never be alone again and he excepts me for whom I am he is my king and being my king I lay my life and my love down for him , I'll cook , clean , run errands support  us , rub his feet cut his nails feet and fingers nails ,rub his back neck , body after a long days work run him a hot bubble bath where I can wash him clean lay him down on a warm bed rubbing his head from the headache he may have as he watches his TV or reads and or on his phone have his clothes he wants to wear the next day ready for him as I get Breakfast prepared for him leave note in his lunch or jacket or on the frig for him to see just to let him know he's adored and loved and thought of each and everyday always giving him a peck on the lips , forhead, nose checks eyes and my favorite little nibble under his chin with a little finger scratching to make him whimper a bit cause it feels so good and the love that Pours through them and I will always respect any boundaries for him and even if I don't like some of his friends I will always respect them and his reasoning why he keeps them as friends I just try to be as supportive as I can I just hope he do the same for me and always be Devoted to him , have trust loyalty,  honesty  I just hope he'd never cheat on me cause I know men have women as friends but some girl like to fuck up relationship cause they know can they can .;0;0;;
Do you puthigh demandsonyourself?And on others? => To much demand on myself that's why I am so angry all the time cause the b*tch wont listen and get her shit together just when I think yes maybe we're on the right track or page , she pulls a fool you fool sucka .;0;0;;
What kind of person are you? => I hope people see me as good person kind , loyal , honest , trust worthy , and loving , but I can get to sensitive , I am high strong and tell it like it is once I get to know you I don't play games with people I will show you respect if you do the same . Treat me like shit then I have no use for you and most likely act like you're  not there .;0;0;;
What are your goals in life? => To just to find a better me , one that will make feel good in my own skin and to not give a crap how others feel because I will be happy with what I have become I have already done all the things I have set out do in my life so its not really that easy to find something new these days , but all we can do is learn news things everyday about areselves so I am not giving up on finding something that may change my life for better one that will make me say why haven't I come across this earlier in my life;0;0;;
-what would u do if you found your significant other cheating on you ?  => Leave , block my Number so he can't leave bullshit lies on my phone to make me feel bad for leaving and If he is at the same place I am at I will leave or not let him see me so he ;0;0;;
What things you are interested in nowadays ?? => I be wanting to do Anything right about now , my lame ass ain't been doing shit and I need someone to do it with cause my lame ass friends I have now ain't been doing shit niether .;0;0;;
What will you do in your old age? => Lay in my bed and hope die in my sleep;0;0;;
Craziest place youve had sex => Tire warehouse or in a field of a airport on a car;0;0;;
If you could choose your age forever, what age would you choose and why? => 21 not to old and just old enough to drink and get into places and damn your looks are at their prime , body just right and face still fruitfull and glowing with younth;0;0;;
What has life taught you so far? => That if you don't have the means of living , you're very limited of  how much you'll have in your life and how many shitty people there are that won't have nothing to do with you if you don't live a higher class of life and you're looked down on and frowned a pond if you have less to offer  , but at the sametime you'll find what's worth keeping and people worth fighting for in life you'll for sure find what's Genuine through all the fake you have to ween through these days that been goes around .;0;0;;
Do you know anyone from Milford Connecticut? => No , But I use to to Springfield for the bike party weekend and sleep at the race field  seen some shit go down there what blast from the past you just reminded me of .;0;0;;
Do you believe in past lives? If so, what kind of person do you think you were? => I do and I must of been some kinda sinner or involved with a sinner because I am sure the hell paying for in this life and I have not done anything in this life worthy of the messed up shit I have recieved from the age of 2 til now I have had just terrible luck and miss fortunes and things unspeakable that no one should ever have to go through if I had a enemy I still wouldn't wish my life on them no one should ever hurt this bad, I just hope I have paid in full whatever I did or someone did in my past life . These tears can't and will not ever dry up. And if my lord if you hear me now whatever I did or someone else I am sorry I beg your forgiveness. I may not  understand your reasonings behind all of this but I love you and you're a good god I hope anyways you may take the little bit of hope and faith I have left and let me know I will die being forgived , so my next life will be a wise one and a fresh new beginning of finally healing and Guidance so I don't  make the same mistake.;0;0;;
What would be your immediate action after experiencing a paranormal activity at your place?  => I just ignore it and be like hmm shit not now but if you must dont break anything on your way out and dont bring your friends;0;0;;
Do you ask for head or you just do it?? => Always ask just incase they may not be fresh enough or not in the mood I hate rejection so I just wouldn't want to go down without asking their permission specially with all these protesting shit going on I wouldn't want to be labeled  As a  aggressor in something they felt pushed into anything they didn't want . But damn I am in if my partner is ready and willing.;0;0;;
How do you handle stress??? OR stress handle's you??? => Haha just answered this it handle me whips my butt on a regular basis;0;0;;
what do you do in your life? => Wait to die;0;0;;
What is your strongest phobia? => People scare the crap out of me;0;0;;
At the moment u hit the brakes and realized they were not working properly, did you start pumping the brake? How effective was that? => I was driving a standard car  I pumped breaks all yhe way down with the clutch all the way in I had to gear down slowly til it was in first gear cause i was going down hill the slow it became i finilly got it to neutral i pulled E break which finally came the stop then put it in reverse cause i wias still on a hill i had blocks in my trunk of the car put the under the tires to make sure the car dont roll. Looked under car and my left side break line broke first and than the right one second on top of that my clutch fell throught the floor the plastic clemps busted of stick shift and they were sparks everywhere  it really sucks cause i had my children in the car and it  scared the hell of me but i remember taking automatic classes so i remembered what i was taught , that was a blessing from the universe for sure that day it was on my side.;0;0;;
Have you ever driven a car with brake problems? => Yes i have and I thought i was going to die !!!!;0;0;;
do u like to watch a lot of horror movies on Halloween? => I like horror movies anytime , but lately they all been crap and the old ones seen way to many times .;0;0;;
What will/did you do with your first salary? => My very first salary was at 10 years old working as a dishwasher at a friend of the family's restaurant  i made $6 a hour for 4 hours a day at nights and on weekends til something went bad and a man got his ass kick for being a pig and trying to touch me at 10 years old he got caught by another employee,  so I  ended up only working there for  about a month .;0;0;;
Hello my sexy ass motherfuckes  => Haha someone happy today;1;0;insult;
Are you a lesbian radfem? => Sorry I am straight , but I love people that love being gay or lesbian they know how to hold their own , I get this question a lot from other girls that are into women i have a lot of phone # when I use to go out i would get just as many even more from women than men . Its flattering for sure cause girls are way better looking then man haha shit , but no I am straight .;1;0;defamation;
Do you think it is difficult to live as a vegetarian/vegan? => Yes I wouldnt want to , but thats me , the only thing that bothers me about it the most is how people that are  try to make you feel guilty and shitty about what you eat and try to push their ways on to you , i would never want to have lunch with any of them cause i feel like i am disrepecting them some how and they would be judging me. Even if i order a salad with extra salad dressing thats not gluten free or organic.;0;0;;
What's the best Chinese food in the area? => Hong kong Islands is the only place i know that gives fried rice with pu pu plater for 2. And its pretty damn good to boot .;0;0;;
What qualities do you value the most in your friends? => To many i pretty picky but mostly  honesty , trust worthy , loyalty  , playful , funny , caring , and kind someone i know i can be like damn i love this person;0;0;;
